Print quanity,Cover type,Book size,Page count,Colour printing,Shipping ,Print Days,Minimum Shipping Days,Max Shipping Days,Ships to,Currency,Total price,Per book price,Source currency,Printer name,Currency rate
400,Softcover PUR,A5,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3612,9.03,AUD,BPC,1
400,Softcover PUR,A5,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3732,9.33,AUD,BPC,1
400,Softcover PUR,A5,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3852,9.63,AUD,BPC,1
400,Softcover PUR,A5,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3972,9.93,AUD,BPC,1
400,Softcover PUR,A5,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4092,10.23,AUD,BPC,1
400,Softcover PUR,A5,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4212,10.53,AUD,BPC,1
400,Softcover PUR,A5,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4332,10.83,AUD,BPC,1
400,Softcover PUR,A5,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4452,11.13,AUD,BPC,1
400,Softcover PUR,A5,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4572,11.43,AUD,BPC,1
400,Softcover PUR,A5,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4692,11.73,AUD,BPC,1
400,Softcover PUR,A5,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4812,12.03,AUD,BPC,1
400,Softcover PUR,A5,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4932,12.33,AUD,BPC,1
450,Softcover PUR,A5,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1926,4.28,AUD,BPC,1
450,Softcover PUR,A5,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2061,4.58,AUD,BPC,1
450,Softcover PUR,A5,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2196,4.88,AUD,BPC,1
450,Softcover PUR,A5,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2331,5.18,AUD,BPC,1
450,Softcover PUR,A5,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2470.5,5.49,AUD,BPC,1
450,Softcover PUR,A5,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2605.5,5.79,AUD,BPC,1
450,Softcover PUR,A5,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2740.5,6.09,AUD,BPC,1
450,Softcover PUR,A5,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2875.5,6.39,AUD,BPC,1
450,Softcover PUR,A5,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3015,6.7,AUD,BPC,1
450,Softcover PUR,A5,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3150,7,AUD,BPC,1
450,Softcover PUR,A5,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3285,7.3,AUD,BPC,1
450,Softcover PUR,A5,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3420,7.6,AUD,BPC,1
450,Softcover PUR,A5,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3555,7.9,AUD,BPC,1
450,Softcover PUR,A5,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3694.5,8.21,AUD,BPC,1
450,Softcover PUR,A5,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3829.5,8.51,AUD,BPC,1
450,Softcover PUR,A5,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3964.5,8.81,AUD,BPC,1
450,Softcover PUR,A5,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4099.5,9.11,AUD,BPC,1
450,Softcover PUR,A5,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4239,9.42,AUD,BPC,1
450,Softcover PUR,A5,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4374,9.72,AUD,BPC,1
450,Softcover PUR,A5,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4509,10.02,AUD,BPC,1
450,Softcover PUR,A5,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4644,10.32,AUD,BPC,1
450,Softcover PUR,A5,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4779,10.62,AUD,BPC,1
450,Softcover PUR,A5,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4918.5,10.93,AUD,BPC,1
450,Softcover PUR,A5,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5053.5,11.23,AUD,BPC,1
450,Softcover PUR,A5,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5188.5,11.53,AUD,BPC,1
450,Softcover PUR,A5,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5323.5,11.83,AUD,BPC,1
450,Softcover PUR,A5,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5463,12.14,AUD,BPC,1
500,Softcover PUR,A5,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2205,4.41,AUD,BPC,1
500,Softcover PUR,A5,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2315,4.63,AUD,BPC,1
500,Softcover PUR,A5,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2445,4.89,AUD,BPC,1
500,Softcover PUR,A5,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2575,5.15,AUD,BPC,1
500,Softcover PUR,A5,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2700,5.4,AUD,BPC,1
500,Softcover PUR,A5,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2830,5.66,AUD,BPC,1
500,Softcover PUR,A5,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2955,5.91,AUD,BPC,1
500,Softcover PUR,A5,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3085,6.17,AUD,BPC,1
500,Softcover PUR,A5,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3215,6.43,AUD,BPC,1
500,Softcover PUR,A5,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3340,6.68,AUD,BPC,1
500,Softcover PUR,A5,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3470,6.94,AUD,BPC,1
500,Softcover PUR,A5,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3595,7.19,AUD,BPC,1
500,Softcover PUR,A5,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3725,7.45,AUD,BPC,1
500,Softcover PUR,A5,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3855,7.71,AUD,BPC,1
500,Softcover PUR,A5,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3980,7.96,AUD,BPC,1
500,Softcover PUR,A5,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4110,8.22,AUD,BPC,1
500,Softcover PUR,A5,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4235,8.47,AUD,BPC,1
500,Softcover PUR,A5,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4365,8.73,AUD,BPC,1
500,Softcover PUR,A5,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4495,8.99,AUD,BPC,1
500,Softcover PUR,A5,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4620,9.24,AUD,BPC,1
500,Softcover PUR,A5,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4750,9.5,AUD,BPC,1
500,Softcover PUR,A5,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4875,9.75,AUD,BPC,1
500,Softcover PUR,A5,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5005,10.01,AUD,BPC,1
500,Softcover PUR,A5,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5135,10.27,AUD,BPC,1
500,Softcover PUR,A5,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5260,10.52,AUD,BPC,1
500,Softcover PUR,A5,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5390,10.78,AUD,BPC,1
500,Softcover PUR,A5,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5515,11.03,AUD,BPC,1
50,Softcover PUR,A5,32,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,700,14,AUD,BPC,1
50,Softcover PUR,A5,40,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,737.5,14.75,AUD,BPC,1
50,Softcover PUR,A5,48,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,775,15.5,AUD,BPC,1
50,Softcover PUR,A5,56,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,812.5,16.25,AUD,BPC,1
50,Softcover PUR,A5,64,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,850,17,AUD,BPC,1
50,Softcover PUR,A5,72,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,887.5,17.75,AUD,BPC,1
50,Softcover PUR,A5,80,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,925,18.5,AUD,BPC,1
50,Softcover PUR,A5,88,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,962.5,19.25,AUD,BPC,1
50,Softcover PUR,A5,96,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1000,20,AUD,BPC,1
50,Softcover PUR,A5,104,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1037.5,20.75,AUD,BPC,1
50,Softcover PUR,A5,112,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1075,21.5,AUD,BPC,1
50,Softcover PUR,A5,120,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1112.5,22.25,AUD,BPC,1
50,Softcover PUR,A5,128,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1150,23,AUD,BPC,1
50,Softcover PUR,A5,136,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1187.5,23.75,AUD,BPC,1
50,Softcover PUR,A5,144,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1225,24.5,AUD,BPC,1
50,Softcover PUR,A5,152,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1262.5,25.25,AUD,BPC,1
50,Softcover PUR,A5,160,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1300,26,AUD,BPC,1
50,Softcover PUR,A5,168,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1337.5,26.75,AUD,BPC,1
50,Softcover PUR,A5,176,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1375,27.5,AUD,BPC,1
50,Softcover PUR,A5,184,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1412.5,28.25,AUD,BPC,1
50,Softcover PUR,A5,192,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1450,29,AUD,BPC,1
50,Softcover PUR,A5,200,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1487.5,29.75,AUD,BPC,1
50,Softcover PUR,A5,208,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1525,30.5,AUD,BPC,1
50,Softcover PUR,A5,216,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1562.5,31.25,AUD,BPC,1
50,Softcover PUR,A5,224,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1600,32,AUD,BPC,1
50,Softcover PUR,A5,232,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1637.5,32.75,AUD,BPC,1
50,Softcover PUR,A5,240,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1675,33.5,AUD,BPC,1
100,Softcover PUR,A5,32,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,867,8.67,AUD,BPC,1
100,Softcover PUR,A5,40,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,927,9.27,AUD,BPC,1
100,Softcover PUR,A5,48,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,987,9.87,AUD,BPC,1
100,Softcover PUR,A5,56,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1047,10.47,AUD,BPC,1
100,Softcover PUR,A5,64,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1107,11.07,AUD,BPC,1
100,Softcover PUR,A5,72,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1167,11.67,AUD,BPC,1
100,Softcover PUR,A5,80,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1227,12.27,AUD,BPC,1
100,Softcover PUR,A5,88,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1287,12.87,AUD,BPC,1
100,Softcover PUR,A5,96,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1347,13.47,AUD,BPC,1
100,Softcover PUR,A5,104,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1407,14.07,AUD,BPC,1
100,Softcover PUR,A5,112,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1467,14.67,AUD,BPC,1
100,Softcover PUR,A5,120,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1527,15.27,AUD,BPC,1
100,Softcover PUR,A5,128,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1587,15.87,AUD,BPC,1
100,Softcover PUR,A5,136,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1647,16.47,AUD,BPC,1
100,Softcover PUR,A5,144,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1707,17.07,AUD,BPC,1
100,Softcover PUR,A5,152,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1767,17.67,AUD,BPC,1
100,Softcover PUR,A5,160,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1827,18.27,AUD,BPC,1
100,Softcover PUR,A5,168,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1887,18.87,AUD,BPC,1
100,Softcover PUR,A5,176,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1947,19.47,AUD,BPC,1
100,Softcover PUR,A5,184,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2007,20.07,AUD,BPC,1
100,Softcover PUR,A5,192,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2067,20.67,AUD,BPC,1
100,Softcover PUR,A5,200,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2127,21.27,AUD,BPC,1
100,Softcover PUR,A5,208,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2187,21.87,AUD,BPC,1
100,Softcover PUR,A5,216,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2247,22.47,AUD,BPC,1
100,Softcover PUR,A5,224,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2307,23.07,AUD,BPC,1
100,Softcover PUR,A5,232,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2367,23.67,AUD,BPC,1
100,Softcover PUR,A5,240,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2427,24.27,AUD,BPC,1
150,Softcover PUR,A5,32,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1176,7.84,AUD,BPC,1
150,Softcover PUR,A5,40,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1263,8.42,AUD,BPC,1
150,Softcover PUR,A5,48,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1348.5,8.99,AUD,BPC,1
150,Softcover PUR,A5,56,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1434,9.56,AUD,BPC,1
150,Softcover PUR,A5,64,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1519.5,10.13,AUD,BPC,1
150,Softcover PUR,A5,72,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1605,10.7,AUD,BPC,1
150,Softcover PUR,A5,80,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1692,11.28,AUD,BPC,1
150,Softcover PUR,A5,88,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1777.5,11.85,AUD,BPC,1
150,Softcover PUR,A5,96,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1863,12.42,AUD,BPC,1
150,Softcover PUR,A5,104,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1950,13,AUD,BPC,1
150,Softcover PUR,A5,112,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2035.5,13.57,AUD,BPC,1
150,Softcover PUR,A5,120,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2121,14.14,AUD,BPC,1
150,Softcover PUR,A5,128,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2208,14.72,AUD,BPC,1
150,Softcover PUR,A5,136,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2293.5,15.29,AUD,BPC,1
150,Softcover PUR,A5,144,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2379,15.86,AUD,BPC,1
150,Softcover PUR,A5,152,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2466,16.44,AUD,BPC,1
150,Softcover PUR,A5,160,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2551.5,17.01,AUD,BPC,1
150,Softcover PUR,A5,168,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2637,17.58,AUD,BPC,1
150,Softcover PUR,A5,176,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2724,18.16,AUD,BPC,1
150,Softcover PUR,A5,184,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2809.5,18.73,AUD,BPC,1
150,Softcover PUR,A5,192,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2895,19.3,AUD,BPC,1
150,Softcover PUR,A5,200,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2982,19.88,AUD,BPC,1
150,Softcover PUR,A5,208,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3067.5,20.45,AUD,BPC,1
150,Softcover PUR,A5,216,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3153,21.02,AUD,BPC,1
150,Softcover PUR,A5,224,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3240,21.6,AUD,BPC,1
150,Softcover PUR,A5,232,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3325.5,22.17,AUD,BPC,1
150,Softcover PUR,A5,240,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3411,22.74,AUD,BPC,1
200,Softcover PUR,A5,32,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1486,7.43,AUD,BPC,1
200,Softcover PUR,A5,40,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1600,8,AUD,BPC,1
200,Softcover PUR,A5,48,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1714,8.57,AUD,BPC,1
200,Softcover PUR,A5,56,Colour,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1828,9.14,AUD,BPC,1
